guid,verb,verb_hiragana,verb_romaji,verb_1,verb_1_hiragana,verb_1_romaji,verb_2,verb_2_hiragana,verb_2_romaji,transitivity,pattern,meaning,meaning_en,meaning_ko,nlb_link,structure
wRI&[JIuR<,追い詰める,おいつめる,oitsumeru,追う,おう,ou,詰める,つめる,tsumeru,他,N1ガ|N2ヲ|N3ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>それ以上逃げられない極限まで追う。</p><ul><li><p>警察は容疑者を追い詰めた。 (Keisatsu wa yōgisha o oitsumeta.)</p></li><li><p>福島原発事故によって、多くの会社が倒産に追い詰められた。 (Fukushima genpatsu jiko niyotte, ōku no kaisha ga tōsan ni oitsumerareta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To chase until the other can no longer escape.</p><ul><li><p>The police ran the suspect into a corner.</p></li><li><p>Many companies were driven to bankruptcy as a result of the accident at the Fukushima nuclear power plant.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>그 이상 도망가지 못할 막다른 지경에까지 몰아 넣다.</p><ul><li><p>경찰은 용의자를 막다른 곳까지 추격했다.</p></li><li><p>후쿠시마 원자력발전소 사고로 인해, 많은 회사가 도산할 지경에 이르렀다.</p></li></ul></li></ol>",V.01577,Vs
cyGfV?%_6Y,追い抜く,おいぬく,oinuku,追う,おう,ou,抜く,ぬく,nuku,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>（遅れていたものが）後から追って行って、それより前に進んで行く。追い越す。</p><ul><li><p>２位のランナーが先頭のランナーを追い抜いた。 (Nii no rannā ga sentō no rannā o oinuita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(For something that had been behind) to chase from behind, and to progress beyond the other. To overtake.</p><ul><li><p>The second runner overtook the lead runner.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(뒤쳐져있던 것이) 뒤에서 쫓아가, 그보다 앞으로 나아가다. 추월하다.</p><ul><li><p>2위 주자가 선두주자를 앞질렀다.</p></li></ul></li></ol>",V.04113,VV
v_G]A0CX1o,追い払う,おいはらう,oiharau,追う,おう,ou,払う,はらう,harau,他,N1ガ|N2ヲ|N3ニ/ヘ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>（近寄ってくる邪魔なものを）強制的にその場から去らせる。</p><ul><li><p>彼はハエを家の外へ追い払った。 (Kare wa hae o ie no soto e oiharatta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To force to leave (approaching nuisances).</p><ul><li><p>He shooed the fly out of his house.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(다가오는 장애물 등을) 강제적으로 그곳에서 제거하다.</p><ul><li><p>남자는 파리를 집밖으로 쫓아냈다.</p></li></ul></li></ol>",V.02296,Vs
J6-Xk;#Mq},追い回す,おいまわす,oimawasu,追う,おう,ou,回す,まわす,mawasu,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>（逃げようとするものを）しつこく追い掛ける。</p><ul><li><p>子供たちは子犬を追い回した。 (Kodomotachi wa koinu o oimawashita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To chase around persistently (something that is trying to escape).</p><ul><li><p>The children chased the puppy around.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(달아나려는 것을) 집요하게 뒤쫓다.</p><ul><li><p>아이들은 강아지를 쫓아다녔다.</p></li></ul></li></ol>",V.04904,Vs
B?vkhYNU?j,追い求める,おいもとめる,oimotomeru,追う,おう,ou,求める,もとめる,motomeru,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>追い掛けて、捕まえようとする（手に入れようとする）。</p><ul><li><p>彼女は夢を追い求めた。 (Kanojo wa yume o oimotometa.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To chase and try to catch (get a hold of).</p><ul><li><p>She chased her dreams.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>쫓아서, 잡으려 하다 (손에 넣으려 하다).</p><ul><li><p>그녀는 꿈을 추구했다.</p></li></ul></li></ol>",V.03938,VV
x=%+MQYC1s,追い遣る,おいやる,oiyaru,追う,おう,ou,遣る,やる,yaru,他,N1ガ|N2ヲ|N3ニ/ヘ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>追って、その場から遠くへ行かせる。</p><ul><li><p>上司は部下を地方へ追い遣った。 (Jōshi wa buka o chihō e oiyatta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To chase so as to send something far away.</p><ul><li><p>The boss sent his subordinate out to a local branch.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>쫓아서, 그곳에서 먼 곳으로 보내다.</p><ul><li><p>상사는 부하를 지방으로 쫓아 보냈다.</p></li></ul></li></ol>",V.02462,VV
"CJ`X5E&f,L",覆い隠す,おおいかくす,ōikakusu,覆う,おおう,oou,隠す,かくす,kakusu,他,N1ガ|N2デ|N3ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>何かで覆って、隠す。</p><ul><li><p>彼女は顔を両手で覆い隠した。 (Kanojo wa kao o ryōte de ōikakushita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To hide by covering.</p><ul><li><p>She covered her face with both hands.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>무언가를 가려서, 숨기다.</p><ul><li><p>여자는 얼굴을 양손으로 가렸다.</p></li></ul></li></ol>",V.04327,VV
FcV3ElYrs+,覆いかぶさる,おおいかぶさる,ooikabusaru,覆う,おおう,oou,かぶさる,かぶさる,kabusaru,自,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>全体を覆うように、上からかぶさる。</p><ul><li><p>大きな桜の木が屋根に覆い被さっている。 (Ōkina sakura no ki ga yane ni ōikabusatte iru.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To cover everything, from above.</p><ul><li><p>A large cherry tree covers our roof.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>전체를 가리듯이, 위에서부터 덮다.</p><ul><li><p>큰 벚꽃나무가 지붕을 덮고 있다.</p></li></ul></li></ol>",V.04328,VV
B2s8|?j.?|,覆いかぶせる,おおいかぶせる,ooikabuseru,覆う,おおう,oou,かぶせる,かぶせる,kabuseru,他,N1ガ|N2ヲ|N3ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>上から覆って物にかぶせる。</p><ul><li><p>彼女は布をテーブルに覆いかぶせた。 (Kanojo wa kire o tēburu ni ōikabuseta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To cover things by enveloping them from above.</p><ul><li><p>She spread the tablecloth over the table.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>위에서부터 덮어 물건에 씌우다.</p><ul><li><p>그녀는 천을 테이블에 덮어 씌웠다.</p></li></ul></li></ol>",V.12616,VV
j&FjZr0c)i,覆い込む,おおいこむ,ōikomu,覆う,おおう,oou,込む,こむ,komu,他,N1ガ|N2デ|N3ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>すっかり覆う。</p><ul><li><p>私は黒いビニールで箱を覆い込んだ。 (Watashi wa kuroi binīru de hako o ōikonda.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To cover completely.</p><ul><li><p>I enveloped the box with black vinyl.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>완전히 덮다.</p><ul><li><p>나는 검은 비닐로 상자를 완전히 덮었다.</p></li></ul></li></ol>",,Vs
KOY;COeLyF,仰せつかる,おおせつかる,ōsetsukaru,仰す,おおす,oosu,つかる,つかる,tsukaru,他,N1ガ|N2カラ|N3ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>言いつかる。命令者に対する尊敬。</p><ul><li><p>私は王様から町の案内を仰せつかった。 (Watashi wa ōsama kara machi no annai o ōsetsukatta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To be told to do something. Respectful toward the person who gave the command.</p><ul><li><p>I have the great honor of serving as guide in this town by command of the king.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>하명받다. 명령자에 대한 존경.</p><ul><li><p>나는 임금님한테서 마을 안내를 하명받았다.</p></li></ul></li></ol>",V.07531,Vs
hwJ?EUcnKo,仰せつける,おおせつける,ōsetsukeru,仰す,おおす,oosu,付ける,つける,tsukeru,他,N1ガ|N2ニ|N3ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>《「言いつける」の尊敬語として用いて》お命じになる（「仰せつかる」で使うことが多い）。</p><ul><li><p>王様は私に町の案内を仰せ付けた。 (Ōsama wa watashi ni machi no annai o ōsetsuketa.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>(As a respectful honorific for ""ii tsukeru"") To bestow an order. (Often used in its passive form, ""oose tsukaru."")</p><ul><li><p>The king has graciously bestowed upon me a royal command to serve as guide in the town.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>《『지시하다』의 존경어로 쓰여》하명하시다 (수동태『하명받다』로 쓰이는 경우가 많음).</p><ul><li><p>임금님께서는 내게 마을안내를 하명하셨다.</p></li></ul></li></ol>",V.07816,Vs
M)4NKb`^D?,拝み込む,おがみこむ,ogamikomu,拝む,おがむ,ogamu,込む,こむ,komu,他／自（意志）,(1)N1ガ|N2ヲ：N1ガ|N2ニ；(2)N1ガ|N2ヲ：N1ガ|N2ニ,"<ol style=""""><li><p>なんども拝む。</p><ul><li><p>毎日、朝晩、仏像を拝み込んでいる。 (Mainichi, asaban, butsuzō o ogamikonde iru.)</p></li></ul></li><li><p>希望を叶えてもらうために熱心に頼む。</p><ul><li><p>僕は親に拝み込んで、車を買ってもらった。 (Boku wa oya ni ogamikonde, kuruma o katte moratta.)</p></li></ul></li></ol>","<ol style=""""><li><p>To bow down and worship repeatedly.</p><ul><li><p>I kneel and pray to Buddha morning and evening every day.</p></li></ul></li><li><p>To make a fervent request to grant some wish.</p><ul><li><p>I fervently begged my parents to buy me the car.</p></li></ul></li></ol>","<ol style=""""><li><p>몇번이나 절하다.</p><ul><li><p>매일, 아침저녁으로, 불상에 절을 하고 있다.</p></li></ul></li><li><p>희망을 이루어달라고 열심히 부탁하다.</p><ul><li><p>열심히 조른 끝에 부모님은 나에게 결국 차를 사 주셨다.</p></li></ul></li></ol>",,VV Vs
l!Ar@)uGsI,拝み倒す,おがみたおす,ogamitaosu,拝む,おがむ,ogamu,倒す,たおす,taosu,他,N1ガ|N2ヲ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>自分の希望を聞き入れてもらうために、しきりに懇願する。</p><ul><li><p>私は上司を拝み倒して、お金を借りた。 (Watashi wa jōshi o ogamitaoshite, okane o karita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To implore desperately in an attempt to have one's wishes granted.</p><ul><li><p>I implored my boss to lend me some money, and he did.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>자신의 바램을 들어 달라고 계속 간청하다.</p><ul><li><p>나는 상사에게 끈질기게 사정하여 결국 돈을 빌렸다.</p></li></ul></li></ol>",V.11946,Vs
"mBG/f2h,U-",起き上がる,おきあがる,okiagaru,起きる,おきる,okiru,上がる,あがる,agaru,自（意志）,N1ガ|N2カラ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>寝ている姿勢から身体を起こす。立ち上がる。</p><ul><li><p>私はベッドから起き上がったときに、めまいがした。 (Watashi wa beddo kara okiagatta toki ni, memai ga shita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To raise up one’s body from a supine to an erect position. To stand up.</p><ul><li><p>I felt dizzy when I got up out of bed.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>자고 있던 자세에서 몸을 일으키다. 일어서다.</p><ul><li><p>나는 침대에서 일어났을 때, 현기증이 났다.</p></li></ul></li></ol>",V.01499,VV
sLsBVx3}?j,置き替える,おきかえる,okikaeru,置く,おく,oku,替える,かえる,kaeru,他,(1)N1ガ|N2ヲ|N3ニ/ト；(2)N1ガ|N2ヲ|N3ニ/ト,"<ol style=""""><li><p>今ある場所から別の場所に変えて置く。</p><ul><li><p>私は花瓶を棚から机の上に置き替えた。 (Watashi wa kabin o tana kara tsukue no ue ni okikaeta.)</p></li></ul></li><li><p>今あるものをどけて、別のものを置く。</p><ul><li><p>彼女は古いデータを新しいデータに置き替えた。 (Kanojo wa furui dēta o atarashii dēta ni okikaeta.)</p></li></ul></li></ol>","<ol style=""""><li><p>To place something in a position different from before.</p><ul><li><p>She moved the vase from the shelf to the desk.</p></li></ul></li><li><p>To move something out of its current position and put something else there.</p><ul><li><p>She replaced the old data with new data.</p></li></ul></li></ol>","<ol style=""""><li><p>지금 있는 장소에서 다른 장소로 바꿔서 놓다.</p><ul><li><p>나는 화병을 선반에서 책상 위로 옮겨 놓았다.</p></li></ul></li><li><p>지금 있는 것을 치우고, 다른 것을 놓다.</p><ul><li><p>그녀는 오래 된 데이터를 새 데이터로 대체했다.</p></li></ul></li></ol>",V.01679,Vs
NN:dlHM`_m,置き去る,おきさる,okisaru,置く,おく,oku,去る,さる,saru,他,N1ガ|N2ヲ|N3ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>置いて去る。置き去りにする。</p><ul><li><p>隣の人がゴミを道路に置き去った。 (Tonari no hito ga gomi o dōro ni okisatta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To put and leave. To abandon.</p><ul><li><p>My neighbors left their trash in the street.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>두고 가다. 내버려두고 가버리다.</p><ul><li><p>이웃집 사람이 쓰레기를 길에 버리고 가버렸다.</p></li></ul></li></ol>",,backformation
Q4-=bpX150,起き出す,おきだす,okidasu,起きる,おきる,okiru,出す,だす,dasu,自（意志）,N1ガ|N2カラ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>起きて、寝床から出る。</p><ul><li><p>私はベッドから起き出した。 (Watashi wa beddo kara okidashita.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To wake up and get out of bed.</p><ul><li><p>I got up out of bed.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>일어나, 침상에서 나오다.</p><ul><li><p>나는 침대에서 일어났다.</p></li></ul></li></ol>",V.04267,Vs
v89~Gyd]Re,置きっぱなす,おきっぱなす,okippanasu,置く,おく,oku,放す,はなす,hanasu,他,N1ガ|N2ヲ|N3ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>置いたままにする。</p><ul><li><p>子供がおもちゃを庭に置きっぱなした。 (Kodomo ga omocha o niwa ni oki ppanashi ta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To leave something where one has put it.</p><ul><li><p>The children have left their toys strewn all over the garden.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>놓아 둔 채로 두다.</p><ul><li><p>아이가 장난감을 정원에 그대로 내버려 두었다.</p></li></ul></li></ol>",,backformation
NSbj]na}e&,起き直る,おきなおる,okinaoru,起きる,おきる,okiru,直る,なおる,naoru,自（意志）,N1ガ|N2ニ,"<ol style=""list-style-type: none; padding-left: 0;""><li><p>寝ていた身体を起こして、直る（きちんと座る）。</p><ul><li><p>患者はベッドに起き直った。 (Kanja wa beddo ni okinaotta.)</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>To bring one's supine body upright and straight (sit up properly).</p><ul><li><p>The patient propped himself up in bed.</p></li></ul></li></ol>","<ol style=""list-style-type: none; padding-left: 0;""><li><p>누워 있던 몸을 일으켜 바르게 하다 (단정히 앉다).</p><ul><li><p>환자는 침대에서 일어나 바로 앉았다.</p></li></ul></li></ol>",V.09557,VV
